215,25,1,661,917.00,1681.25,0.09,0.08,N,P,1995-04-24,1998-06-10,1994-03-18,NONE,MAIL,crummy
215,13,1,736,678.00,8386.08,0.08,0.02,R,P,1996-08-20,1998-09-24,1998-10-13,NONE,FOB,great
216,9,1,1793,139.00,5039.05,0.06,0.05,N,O,1996-05-12,1996-04-10,1995-09-12,COLLECT COD,AIR,atrocious
216,81,2,2361,757.00,325.53,0.08,0.04,N,F,1994-08-11,1994-06-23,1993-01-19,TAKE BACK RETURN,REG AIR,fine
217,88,4,70,982.00,2813.47,0.01,0.00,N,P,1998-07-01,1996-07-10,1993-11-02,DELIVER IN PERSON,AIR,awesome
217,98,5,491,440.00,8479.98,0.06,0.00,A,F,1997-04-15,1995-08-16,1997-06-13,DELIVER IN PERSON,FOB,horrendous
217,97,4,745,378.00,8869.98,0.04,0.00,A,O,1997-07-24,1996-11-24,1994-05-22,DELIVER IN PERSON,FOB,marvelous
217,76,3,1406,333.00,9285.95,0.06,0.07,R,F,1997-06-16,1997-03-08,1994-12-11,NONE,FOB,wonderful
217,66,3,2335,572.00,1286.16,0.10,0.04,R,P,1993-01-17,1994-02-18,1995-08-17,NONE,FOB,awesome
217,71,3,2598,526.00,7455.45,0.05,0.04,A,F,1996-12-05,1993-02-02,1996-12-31,NONE,MAIL,excellent
218,44,1,310,141.00,6189.50,0.06,0.03,N,P,1997-12-24,1997-09-01,1995-02-04,DELIVER IN PERSON,REG AIR,fine
218,52,4,1026,517.00,5865.27,0.08,0.06,R,F,1996-02-26,1998-10-13,1998-03-14,TAKE BACK RETURN,MAIL,dreadful
218,62,2,1030,475.00,9611.18,0.08,0.06,R,P,1996-12-17,1998-12-06,1993-06-08,DELIVER IN PERSON,RAIL,horrendous
218,66,4,1418,588.00,9627.21,0.07,0.00,A,O,1995-09-03,1997-02-17,1994-02-24,DELIVER IN PERSON,REG AIR,horrible
219,100,5,1340,85.00,624.11,0.04,0.06,A,F,1998-12-29,1996-02-05,1996-05-03,NONE,RAIL,excellent
219,67,1,1802,993.00,7358.95,0.03,0.03,N,P,1994-11-06,1994-11-08,1993-10-29,NONE,REG AIR,lousy
219,59,5,2231,747.00,4111.69,0.02,0.07,N,F,1994-02-18,1997-10-13,1994-06-09,TAKE BACK RETURN,AIR,awful
219,2,1,2385,659.00,1189.54,0.07,0.02,R,P,1995-01-07,1993-11-13,1997-11-22,DELIVER IN PERSON,RAIL,dreadful
220,84,5,89,79.00,5778.04,0.02,0.07,R,F,1995-10-19,1993-10-18,1996-09-20,DELIVER IN PERSON,RAIL,superb
220,97,4,987,803.00,2886.40,0.02,0.04,N,P,1998-12-07,1995-05-23,1995-07-09,NONE,SHIP,superb
220,26,1,1765,446.00,2175.40,0.05,0.07,A,O,1996-09-03,1995-03-04,1995-05-05,NONE,TRUCK,excellent
221,69,3,260,568.00,1059.62,0.08,0.08,R,O,1995-07-20,1998-08-20,1998-12-22,DELIVER IN PERSON,AIR,great
221,67,3,1691,523.00,7249.12,0.05,0.01,R,P,1993-06-16,1998-11-03,1996-03-12,TAKE BACK RETURN,REG AIR,super
221,31,2,1708,182.00,366.24,0.03,0.00,N,F,1996-01-25,1995-11-02,1998-12-06,TAKE BACK RETURN,AIR,awful
221,77,1,2047,410.00,1146.27,0.05,0.02,N,O,1993-10-13,1996-02-15,1997-11-02,NONE,TRUCK,awful
221,78,1,2111,710.00,7923.04,0.01,0.00,R,O,1993-03-30,1996-01-25,1996-10-24,TAKE BACK RETURN,RAIL,bad
221,25,3,2457,878.00,8187.16,0.00,0.07,R,F,1997-10-01,1995-12-20,1993-03-20,DELIVER IN PERSON,RAIL,marvelous
222,17,2,344,638.00,6532.16,0.02,0.05,R,P,1994-12-25,1998-01-21,1997-08-22,DELIVER IN PERSON,REG AIR,atrocious
222,3,1,824,900.00,1410.13,0.05,0.06,A,O,1995-11-16,1993-05-06,1996-04-16,DELIVER IN PERSON,SHIP,horrendous
222,3,3,1187,20.00,6681.86,0.05,0.04,A,P,1997-03-01,1997-02-05,1998-02-16,COLLECT COD,TRUCK,fabulous
222,9,1,2303,771.00,1815.35,0.07,0.04,A,O,1997-01-06,1996-02-18,1998-08-18,COLLECT COD,AIR,awesome
222,47,4,2336,199.00,9704.62,0.02,0.04,A,P,1993-05-07,1993-07-14,1996-09-23,DELIVER IN PERSON,SHIP,excellent
223,75,1,256,642.00,7718.62,0.07,0.00,A,F,1993-02-05,1996-05-05,1997-05-26,NONE,RAIL,superb
223,92,1,335,616.00,7289.26,0.07,0.08,A,O,1994-04-26,1997-11-13,1998-08-29,COLLECT COD,RAIL,poor
223,36,4,812,295.00,4120.00,0.01,0.02,R,F,1997-03-24,1994-04-09,1997-10-24,DELIVER IN PERSON,AIR,great
223,18,1,1193,286.00,7106.61,0.03,0.06,N,O,1994-01-30,1993-01-03,1998-02-17,TAKE BACK RETURN,RAIL,bad
223,32,1,1360,217.00,4103.89,0.06,0.03,R,P,1998-03-02,1996-07-05,1993-08-24,DELIVER IN PERSON,TRUCK,bad
223,9,2,2518,699.00,4429.59,0.08,0.07,N,O,1996-03-13,1997-10-14,1995-11-28,COLLECT COD,TRUCK,poor
224,98,3,202,372.00,5642.86,0.08,0.07,N,F,1995-12-21,1996-09-23,1995-09-16,TAKE BACK RETURN,FOB,horrendous
224,77,2,233,760.00,3046.60,0.00,0.04,N,P,1993-08-19,1993-02-16,1996-06-29,NONE,AIR,crummy
224,84,2,1298,480.00,6480.81,0.09,0.01,N,P,1996-08-21,1997-08-31,1994-12-15,NONE,REG AIR,awful
224,6,2,1934,646.00,3149.53,0.02,0.01,N,O,1994-12-03,1998-07-29,1993-04-20,DELIVER IN PERSON,FOB,superb
224,5,2,2328,962.00,4149.85,0.06,0.06,N,P,1996-07-24,1993-11-03,1996-01-30,DELIVER IN PERSON,FOB,fine
224,5,1,2476,98.00,1396.43,0.08,0.03,R,P,1994-10-12,1996-12-07,1998-04-03,TAKE BACK RETURN,TRUCK,superb
225,53,3,789,177.00,7139.63,0.06,0.00,A,O,1996-03-08,1998-02-06,1995-11-13,DELIVER IN PERSON,RAIL,excellent
225,15,1,1010,337.00,805.59,0.02,0.02,A,O,1997-04-18,1993-11-12,1998-03-01,TAKE BACK RETURN,REG AIR,dreadful
225,65,1,1387,77.00,4250.61,0.08,0.04,A,P,1996-08-28,1997-02-07,1993-03-23,NONE,MAIL,wonderful
225,2,3,1491,948.00,4727.82,0.00,0.06,A,F,1998-09-12,1998-07-10,1996-03-04,TAKE BACK RETURN,FOB,great
225,57,5,2235,858.00,6134.92,0.08,0.08,R,O,1993-05-29,1993-03-30,1995-03-15,DELIVER IN PERSON,SHIP,horrendous
225,49,5,2327,146.00,2610.91,0.02,0.07,A,O,1995-08-08,1995-11-09,1996-11-29,NONE,SHIP,crummy
226,22,4,258,671.00,7113.33,0.09,0.04,A,P,1997-11-29,1997-12-12,1994-02-28,NONE,FOB,bad
226,74,5,620,351.00,2873.65,0.06,0.05,R,P,1998-10-01,1995-09-25,1996-04-16,TAKE BACK RETURN,RAIL,wonderful
226,99,2,1377,632.00,8215.28,0.08,0.00,R,F,1998-05-16,1994-06-01,1995-11-20,TAKE BACK RETURN,AIR,awesome
226,1,5,2130,949.00,9164.96,0.08,0.05,R,P,1995-11-02,1994-08-14,1994-01-12,DELIVER IN PERSON,TRUCK,bad
227,34,5,287,656.00,2362.07,0.03,0.07,N,P,1998-02-19,1996-12-23,1997-05-11,NONE,MAIL,dreadful
227,23,1,1159,752.00,5005.78,0.01,0.03,R,P,1997-05-18,1995-12-22,1993-07-07,DELIVER IN PERSON,REG AIR,atrocious
228,12,5,1779,568.00,7893.02,0.04,0.03,R,F,1996-11-22,1997-07-24,1996-02-21,TAKE BACK RETURN,AIR,horrible
228,66,2,2768,67.00,268.05,0.01,0.00,A,P,1997-09-11,1994-03-02,1998-07-11,DELIVER IN PERSON,REG AIR,super
228,87,2,2970,621.00,2094.14,0.08,0.03,R,O,1998-05-04,1995-11-26,1998-11-17,NONE,MAIL,excellent
229,96,3,54,845.00,2764.65,0.00,0.07,N,P,1994-04-14,1996-11-09,1998-12-26,COLLECT COD,TRUCK,fine
229,34,1,133,630.00,140.80,0.02,0.07,R,F,1995-10-27,1998-12-17,1994-04-14,TAKE BACK RETURN,MAIL,dreadful
229,31,5,438,547.00,4654.20,0.05,0.02,R,O,1996-05-02,1997-10-06,1996-04-24,NONE,REG AIR,poor
229,82,1,821,768.00,4059.81,0.01,0.04,A,P,1997-02-14,1997-03-14,1995-04-05,TAKE BACK RETURN,FOB,good
229,16,3,996,947.00,8042.12,0.09,0.03,A,F,1996-05-24,1994-03-10,1997-03-16,COLLECT COD,TRUCK,super
229,46,1,1128,904.00,8306.82,0.04,0.04,N,F,1995-04-25,1994-08-17,1997-10-23,COLLECT COD,REG AIR,horrendous
229,10,5,1663,363.00,5039.88,0.08,0.08,N,P,1994-10-06,1993-10-23,1997-07-06,NONE,AIR,bad
230,46,4,918,961.00,2756.15,0.05,0.03,A,O,1998-11-22,1996-12-16,1997-06-01,COLLECT COD,RAIL,awful
230,37,1,1334,457.00,5864.61,0.10,0.05,R,O,1993-03-25,1997-07-29,1993-06-23,COLLECT COD,RAIL,great
230,86,3,1455,646.00,9294.58,0.08,0.03,A,F,1998-08-12,1998-10-18,1997-05-30,COLLECT COD,RAIL,lousy
230,60,1,1774,494.00,9584.61,0.04,0.01,A,P,1998-04-09,1998-11-11,1998-04-06,COLLECT COD,FOB,crummy
230,33,3,2602,593.00,4579.02,0.08,0.01,R,O,1995-07-10,1998-02-19,1998-10-25,DELIVER IN PERSON,FOB,bad
231,87,4,1713,556.00,921.36,0.07,0.01,A,F,1997-03-24,1998-07-15,1997-05-21,COLLECT COD,SHIP,horrendous
231,67,5,1985,543.00,1580.42,0.02,0.03,R,P,1995-11-05,1997-08-24,1997-12-07,DELIVER IN PERSON,RAIL,bad
231,52,3,2901,83.00,7973.63,0.07,0.06,R,P,1994-08-22,1995-11-12,1995-06-11,NONE,AIR,fabulous
232,69,3,196,697.00,5178.07,0.01,0.01,R,P,1995-07-19,1995-09-06,1998-09-07,NONE,MAIL,awesome
232,77,1,683,336.00,5535.39,0.04,0.05,N,O,1998-03-16,1993-08-18,1996-08-20,TAKE BACK RETURN,MAIL,lousy
232,34,2,1196,868.00,6743.27,0.08,0.02,N,F,1993-06-15,1997-02-27,1996-07-10,DELIVER IN PERSON,RAIL,horrible
233,26,3,750,904.00,9948.60,0.03,0.05,A,F,1996-01-06,1994-05-17,1993-02-04,DELIVER IN PERSON,REG AIR,awesome
233,50,5,1174,172.00,4679.40,0.04,0.00,A,O,1994-08-19,1994-05-20,1993-01-25,TAKE BACK RETURN,RAIL,super
233,13,2,2533,695.00,6571.36,0.09,0.05,A,O,1994-07-14,1997-04-24,1993-08-29,NONE,AIR,awful
233,19,3,2563,798.00,1193.75,0.02,0.06,A,O,1996-10-28,1997-04-30,1996-03-04,DELIVER IN PERSON,MAIL,poor
234,64,4,668,711.00,6128.42,0.10,0.04,A,O,1994-12-04,1994-01-07,1996-05-12,COLLECT COD,FOB,excellent
234,45,2,1804,818.00,8046.69,0.06,0.02,A,F,1995-06-22,1997-06-23,1994-02-16,TAKE BACK RETURN,REG AIR,super
234,35,4,1893,18.00,9924.46,0.08,0.05,A,F,1995-10-11,1993-04-27,1998-02-24,COLLECT COD,SHIP,crummy
234,100,5,2637,401.00,7837.38,0.03,0.02,N,F,1995-03-19,1997-02-26,1998-03-03,NONE,FOB,crummy
234,77,4,2816,955.00,832.63,0.07,0.00,R,O,1995-05-31,1994-06-09,1997-04-28,TAKE BACK RETURN,SHIP,awesome
235,90,4,884,509.00,9522.15,0.03,0.05,R,O,1996-08-13,1996-01-28,1995-02-28,DELIVER IN PERSON,REG AIR,dreadful
235,63,3,1059,601.00,6585.04,0.03,0.05,N,O,1997-03-02,1997-02-14,1997-04-25,NONE,REG AIR,lousy
235,54,1,1171,977.00,6052.83,0.08,0.05,N,O,1995-08-03,1998-01-14,1994-05-17,TAKE BACK RETURN,MAIL,lousy
235,19,1,1428,591.00,4938.21,0.05,0.02,R,F,1994-10-05,1993-06-12,1996-07-05,TAKE BACK RETURN,TRUCK,marvelous
235,1,5,1875,552.00,2778.81,0.08,0.00,A,F,1994-03-11,1994-12-01,1995-09-25,NONE,SHIP,lousy
236,38,5,850,313.00,3652.35,0.03,0.05,N,O,1998-10-24,1996-05-29,1997-05-08,TAKE BACK RETURN,SHIP,lousy
236,81,3,854,369.00,1421.90,0.03,0.06,N,P,1993-11-15,1996-03-08,1994-11-08,TAKE BACK RETURN,MAIL,awful
236,66,2,2009,520.00,974.77,0.09,0.01,A,P,1993-06-06,1997-02-24,1995-09-02,TAKE BACK RETURN,SHIP,horrendous
237,40,2,26,208.00,4537.38,0.06,0.07,A,F,1996-03-20,1994-10-02,1993-12-07,TAKE BACK RETURN,REG AIR,superb
237,44,2,209,26.00,1981.69,0.03,0.03,R,F,1995-06-26,1994-12-01,1998-02-10,NONE,MAIL,great
237,86,5,478,155.00,7717.85,0.00,0.01,A,F,1995-04-28,1994-03-12,1994-09-03,NONE,FOB,lousy
237,25,1,2534,644.00,5503.11,0.07,0.04,A,O,1997-06-19,1998-05-29,1993-03-15,DELIVER IN PERSON,FOB,bad
237,20,5,2847,52.00,4374.57,0.01,0.01,N,O,1995-03-16,1995-12-24,1994-08-27,NONE,REG AIR,dreadful
237,60,4,2905,888.00,2325.76,0.03,0.04,R,F,1998-06-15,1995-08-30,1996-04-28,COLLECT COD,SHIP,crummy
238,65,3,1073,344.00,2796.01,0.09,0.06,R,P,1993-06-17,1995-04-10,1995-02-27,TAKE BACK RETURN,REG AIR,fabulous
238,27,5,2345,971.00,3665.38,0.08,0.01,R,O,1998-02-17,1998-02-04,1994-06-14,COLLECT COD,FOB,crummy
238,39,2,2444,530.00,5699.89,0.03,0.00,A,F,1998-10-15,1998-06-19,1994-03-04,DELIVER IN PERSON,MAIL,horrendous
238,22,1,2950,543.00,9791.50,0.03,0.00,R,O,1997-06-04,1995-09-03,1996-02-25,TAKE BACK RETURN,AIR,awful
239,24,5,328,269.00,2617.26,0.10,0.04,N,F,1993-12-12,1995-04-06,1998-01-09,DELIVER IN PERSON,FOB,crummy
239,54,2,972,176.00,1406.41,0.04,0.05,R,F,1995-07-19,1996-05-07,1996-10-11,DELIVER IN PERSON,SHIP,marvelous
239,58,5,1069,615.00,1940.21,0.05,0.02,A,O,1994-05-04,1996-07-14,1994-09-25,TAKE BACK RETURN,SHIP,marvelous
239,26,3,1273,588.00,4393.91,0.00,0.06,N,F,1998-03-13,1996-07-03,1994-12-12,TAKE BACK RETURN,REG AIR,horrendous
239,20,3,1581,317.00,7337.33,0.01,0.06,R,F,1993-04-12,1997-11-12,1997-09-28,NONE,MAIL,atrocious
239,23,1,2819,191.00,4354.10,0.00,0.00,R,O,1995-03-22,1994-06-06,1998-04-22,COLLECT COD,SHIP,horrendous
239,89,3,2987,497.00,7439.58,0.08,0.00,N,P,1994-03-31,1995-10-11,1997-10-18,COLLECT COD,AIR,good
240,71,4,1118,790.00,6997.22,0.08,0.03,R,O,1997-10-25,1993-09-27,1998-10-27,DELIVER IN PERSON,REG AIR,dreadful
240,36,2,1683,545.00,729.73,0.05,0.03,A,P,1996-05-17,1993-08-08,1994-06-07,DELIVER IN PERSON,REG AIR,marvelous
240,50,2,2064,616.00,9370.57,0.04,0.06,R,O,1995-07-27,1997-10-01,1996-07-27,NONE,SHIP,awesome
242,19,5,1162,272.00,4562.82,0.09,0.03,A,P,1996-04-04,1996-01-17,1993-01-10,DELIVER IN PERSON,FOB,great
242,37,4,1290,79.00,6666.31,0.07,0.03,N,F,1996-12-19,1995-07-14,1998-11-25,TAKE BACK RETURN,AIR,poor
242,74,3,1732,596.00,281.31,0.07,0.07,R,P,1997-09-03,1994-03-27,1996-12-29,TAKE BACK RETURN,SHIP,superb
243,52,3,175,572.00,6293.49,0.08,0.03,A,F,1997-05-30,1994-10-24,1994-04-26,COLLECT COD,SHIP,lousy
243,5,3,394,546.00,2672.36,0.03,0.06,R,F,1995-09-25,1994-04-27,1995-06-06,TAKE BACK RETURN,TRUCK,super
243,61,2,1251,459.00,5524.16,0.05,0.01,A,P,1994-10-06,1994-02-13,1996-04-30,COLLECT COD,SHIP,great
243,96,1,2580,565.00,5330.77,0.09,0.01,R,P,1993-08-31,1998-04-28,1996-08-31,DELIVER IN PERSON,SHIP,poor
243,94,2,2778,325.00,2723.93,0.07,0.00,A,F,1997-04-27,1995-03-23,1998-04-25,TAKE BACK RETURN,TRUCK,wonderful
243,26,4,2822,456.00,6613.05,0.08,0.06,N,O,1996-03-15,1994-04-15,1998-08-14,TAKE BACK RETURN,RAIL,dreadful
244,36,3,564,911.00,5521.69,0.06,0.05,A,O,1993-04-03,1994-05-23,1998-09-16,TAKE BACK RETURN,REG AIR,good
244,84,5,643,848.00,755.41,0.01,0.06,R,P,1998-06-13,1993-09-22,1996-05-20,COLLECT COD,TRUCK,lousy
244,49,2,2560,739.00,3681.06,0.03,0.06,N,P,1997-11-17,1995-01-20,1994-09-10,COLLECT COD,SHIP,poor
245,10,3,313,626.00,2170.64,0.03,0.02,N,F,1995-05-29,1994-10-01,1996-05-08,NONE,REG AIR,bad
245,83,3,784,309.00,7115.78,0.04,0.04,N,F,1997-10-16,1998-10-24,1997-01-15,TAKE BACK RETURN,FOB,bad
245,60,2,2910,672.00,4537.19,0.03,0.06,N,F,1998-02-02,1998-09-03,1993-03-11,TAKE BACK RETURN,RAIL,super
246,8,2,103,882.00,1611.79,0.08,0.04,N,F,1993-05-30,1997-11-29,1998-12-08,COLLECT COD,SHIP,good
246,61,1,832,574.00,3892.11,0.07,0.07,N,P,1995-10-22,1994-05-28,1993-02-12,NONE,AIR,super
246,10,1,1824,17.00,1242.39,0.01,0.06,R,O,1993-02-19,1998-06-06,1995-11-27,COLLECT COD,TRUCK,horrible
246,27,4,2389,581.00,4280.96,0.03,0.03,A,O,1996-02-24,1995-10-18,1994-03-11,TAKE BACK RETURN,MAIL,horrendous
247,11,4,347,78.00,6891.05,0.02,0.01,R,O,1996-04-13,1994-12-02,1997-10-30,TAKE BACK RETURN,MAIL,horrendous
247,2,3,1317,395.00,8143.17,0.08,0.07,R,O,1997-11-21,1996-05-06,1997-12-15,TAKE BACK RETURN,REG AIR,horrible
247,68,5,1398,441.00,3710.96,0.08,0.04,N,O,1997-10-30,1995-06-27,1994-01-08,NONE,TRUCK,superb
248,30,2,698,590.00,8299.94,0.01,0.04,R,O,1993-09-12,1997-07-24,1994-11-30,NONE,SHIP,superb
248,25,1,2174,219.00,1441.75,0.05,0.05,N,F,1994-08-23,1996-02-19,1996-08-06,NONE,TRUCK,bad
248,28,1,2898,83.00,7222.83,0.07,0.02,N,P,1996-03-10,1998-08-01,1995-12-19,COLLECT COD,REG AIR,wonderful
249,63,1,695,99.00,3730.73,0.07,0.00,N,O,1995-07-02,1997-09-17,1996-07-05,DELIVER IN PERSON,TRUCK,superb
249,28,3,1582,745.00,2928.15,0.02,0.03,N,F,1994-11-18,1993-12-16,1994-07-09,NONE,REG AIR,super
249,80,5,1688,596.00,7628.73,0.03,0.02,A,O,1996-08-04,1996-07-02,1998-08-30,COLLECT COD,REG AIR,great
249,31,1,1955,182.00,2060.75,0.08,0.08,R,P,1997-09-30,1997-08-01,1996-09-30,COLLECT COD,FOB,awful
249,60,1,2649,198.00,6685.04,0.06,0.04,N,O,1995-10-21,1995-11-17,1995-12-05,TAKE BACK RETURN,FOB,super
249,47,1,2741,547.00,3886.23,0.01,0.07,R,F,1997-11-24,1997-02-05,1997-05-20,NONE,MAIL,wonderful
250,49,3,99,75.00,4791.98,0.07,0.01,A,O,1996-05-21,1997-12-22,1998-10-18,NONE,SHIP,excellent
250,90,4,277,867.00,4060.27,0.01,0.07,N,F,1994-07-24,1996-06-22,1997-12-02,COLLECT COD,FOB,great
250,59,2,1228,728.00,7581.74,0.09,0.02,N,F,1995-12-04,1997-04-06,1995-02-22,TAKE BACK RETURN,MAIL,superb
250,36,2,1958,392.00,4517.66,0.10,0.06,R,P,1998-07-28,1996-01-21,1993-04-18,COLLECT COD,FOB,lousy
250,90,3,2223,705.00,9868.89,0.09,0.03,R,O,1995-10-29,1993-09-03,1996-12-14,NONE,MAIL,bad
250,7,4,2630,186.00,5880.24,0.05,0.05,N,O,1996-01-30,1993-11-15,1994-09-21,NONE,AIR,excellent
251,60,1,75,107.00,1314.87,0.03,0.03,A,P,1997-07-22,1996-04-24,1997-12-03,COLLECT COD,TRUCK,fine
251,83,3,184,219.00,2779.56,0.04,0.02,N,O,1995-06-26,1994-09-13,1997-09-04,NONE,SHIP,super
251,92,5,834,320.00,5544.36,0.03,0.00,A,F,1997-01-11,1996-02-26,1996-02-24,TAKE BACK RETURN,FOB,superb
251,12,1,2193,471.00,3750.01,0.04,0.01,A,O,1996-07-11,1998-07-23,1993-04-17,COLLECT COD,RAIL,fabulous
252,41,3,1308,336.00,5056.30,0.06,0.02,A,P,1996-09-28,1997-07-14,1994-05-25,NONE,FOB,poor
252,21,4,1335,459.00,4372.35,0.06,0.05,N,P,1996-05-19,1994-01-24,1995-03-29,DELIVER IN PERSON,SHIP,poor
252,53,5,1389,154.00,1812.96,0.10,0.06,N,F,1993-02-18,1993-09-15,1995-12-02,NONE,MAIL,fabulous
252,18,3,1953,109.00,9545.04,0.07,0.04,A,O,1996-06-21,1996-12-07,1997-12-03,DELIVER IN PERSON,RAIL,poor
252,71,3,2379,924.00,7342.34,0.09,0.03,R,F,1998-05-02,1995-12-20,1997-06-08,DELIVER IN PERSON,SHIP,dreadful
253,88,3,152,383.00,3774.86,0.05,0.03,N,F,1996-04-25,1998-04-17,1997-11-23,COLLECT COD,SHIP,fine
253,32,5,1444,29.00,1755.80,0.05,0.05,R,P,1998-07-13,1996-05-19,1998-04-11,NONE,AIR,super
254,38,3,498,527.00,1925.01,0.01,0.03,R,P,1994-02-04,1998-04-12,1998-09-23,NONE,RAIL,dreadful
254,43,2,794,89.00,2752.70,0.06,0.01,A,O,1997-09-27,1998-06-11,1998-09-20,DELIVER IN PERSON,RAIL,good
254,100,4,852,797.00,7169.16,0.10,0.02,R,P,1995-06-07,1995-08-07,1993-05-24,NONE,REG AIR,good
254,58,2,981,61.00,7800.78,0.02,0.05,R,O,1995-03-07,1998-07-27,1993-05-18,NONE,TRUCK,crummy
254,71,3,1364,168.00,1209.84,0.10,0.07,N,F,1996-03-06,1994-08-08,1995-07-10,NONE,FOB,bad
254,21,1,1901,583.00,4868.16,0.04,0.04,R,P,1995-07-01,1994-07-03,1996-03-19,COLLECT COD,RAIL,marvelous
254,47,1,2446,672.00,6843.65,0.04,0.06,N,O,1997-07-13,1997-01-21,1996-10-18,DELIVER IN PERSON,SHIP,horrendous
255,35,2,414,509.00,5148.51,0.02,0.01,N,O,1998-04-30,1995-03-03,1993-05-26,DELIVER IN PERSON,SHIP,excellent
255,12,3,714,176.00,2750.86,0.09,0.07,A,P,1997-08-19,1993-06-02,1994-05-04,COLLECT COD,TRUCK,super
256,64,3,190,228.00,8837.00,0.01,0.01,N,F,1994-06-14,1994-12-04,1996-12-16,NONE,FOB,horrible
257,33,5,719,218.00,3477.45,0.01,0.03,R,F,1994-05-01,1997-06-23,1996-01-22,TAKE BACK RETURN,FOB,dreadful
257,6,1,737,147.00,1525.32,0.09,0.07,A,O,1993-09-17,1997-02-17,1995-08-07,COLLECT COD,AIR,superb
257,75,3,1148,304.00,9102.75,0.02,0.06,R,F,1998-05-05,1997-03-13,1994-11-24,DELIVER IN PERSON,TRUCK,lousy
257,39,1,1421,666.00,767.84,0.02,0.04,A,P,1994-01-13,1997-10-30,1998-09-25,COLLECT COD,RAIL,bad
257,51,3,2085,459.00,6052.45,0.08,0.07,N,O,1996-03-26,1997-04-04,1997-09-06,DELIVER IN PERSON,FOB,super
257,91,2,2167,28.00,1060.39,0.01,0.00,N,F,1998-08-09,1997-11-18,1993-06-19,DELIVER IN PERSON,AIR,superb
257,77,2,2415,492.00,616.19,0.04,0.06,R,O,1995-05-06,1998-06-04,1994-11-16,TAKE BACK RETURN,SHIP,superb
257,30,1,2503,945.00,7499.09,0.05,0.01,N,P,1994-03-31,1993-06-22,1995-11-08,TAKE BACK RETURN,FOB,excellent
258,26,2,1094,633.00,1483.45,0.06,0.06,N,F,1998-06-29,1996-07-21,1998-07-24,NONE,AIR,awesome
258,18,5,1349,638.00,7288.79,0.05,0.07,R,O,1994-05-01,1997-05-01,1993-08-13,DELIVER IN PERSON,TRUCK,dreadful
258,30,3,1830,610.00,9986.68,0.03,0.04,N,P,1994-07-13,1997-09-27,1995-12-29,COLLECT COD,AIR,excellent
258,62,4,2359,204.00,6264.79,0.00,0.00,A,O,1996-11-10,1993-09-26,1993-07-22,DELIVER IN PERSON,MAIL,excellent
259,97,2,2815,566.00,973.56,0.00,0.06,N,P,1993-11-26,1996-05-09,1997-09-28,NONE,FOB,excellent
260,46,4,705,689.00,7729.53,0.06,0.06,N,P,1997-02-02,1998-08-04,1994-03-01,DELIVER IN PERSON,TRUCK,great
260,52,1,724,524.00,7216.36,0.03,0.03,A,P,1998-04-07,1996-12-16,1995-06-13,TAKE BACK RETURN,AIR,awful
260,100,5,1311,170.00,7678.05,0.01,0.00,R,O,1994-04-07,1996-09-01,1998-02-17,COLLECT COD,REG AIR,horrendous
260,44,4,2267,450.00,4028.66,0.02,0.05,R,P,1998-02-10,1993-03-17,1998-03-27,TAKE BACK RETURN,AIR,crummy
260,30,5,2684,776.00,8242.06,0.09,0.02,A,F,1997-09-11,1995-10-14,1993-12-08,COLLECT COD,AIR,atrocious
261,56,5,436,863.00,4012.14,0.09,0.04,R,P,1997-03-29,1994-07-10,1993-08-14,DELIVER IN PERSON,RAIL,atrocious
261,39,2,765,334.00,9479.22,0.09,0.01,A,O,1994-01-13,1995-04-28,1993-02-27,COLLECT COD,AIR,super
261,80,2,1734,711.00,4527.56,0.08,0.04,R,P,1994-07-26,1996-04-25,1998-12-21,COLLECT COD,FOB,poor
262,97,5,234,737.00,8280.59,0.08,0.04,R,F,1998-03-10,1993-06-16,1995-05-27,DELIVER IN PERSON,FOB,fabulous
262,14,2,356,852.00,7682.30,0.03,0.02,N,F,1993-05-26,1998-05-13,1995-09-21,TAKE BACK RETURN,SHIP,fabulous
262,15,4,1003,111.00,162.81,0.09,0.06,R,O,1996-10-02,1994-03-20,1998-01-13,COLLECT COD,MAIL,great
262,61,1,1892,225.00,5565.84,0.07,0.02,N,O,1995-01-11,1997-10-25,1996-10-04,NONE,REG AIR,bad
262,22,4,2530,566.00,9665.67,0.07,0.04,A,P,1996-03-04,1995-07-04,1996-04-21,DELIVER IN PERSON,SHIP,dreadful
262,46,2,2864,269.00,3555.88,0.03,0.06,R,P,1998-01-23,1994-10-22,1997-07-16,NONE,REG AIR,atrocious
263,21,5,1144,249.00,4197.46,0.08,0.05,R,O,1995-09-13,1993-01-31,1993-10-15,DELIVER IN PERSON,SHIP,poor
263,46,1,1253,898.00,7211.59,0.01,0.08,R,P,1998-01-02,1993-08-30,1995-09-16,NONE,RAIL,fine
263,13,1,1607,410.00,2666.81,0.06,0.03,N,F,1995-12-20,1993-04-21,1997-05-28,NONE,AIR,great
263,61,5,1617,498.00,2216.48,0.08,0.06,R,O,1998-03-29,1998-09-20,1998-12-14,DELIVER IN PERSON,FOB,lousy
263,19,4,1749,821.00,697.59,0.08,0.07,R,P,1996-12-25,1994-10-28,1996-03-10,COLLECT COD,AIR,excellent
263,98,3,2011,403.00,438.45,0.08,0.07,R,P,1996-01-29,1998-12-22,1996-10-21,NONE,REG AIR,marvelous
